id	dir_name	name	kingdom	phylum	genus	tax2	num_L	num_M	num_S	num_M_zero	num_M_fs	num_M_plus	num_M_minus	num_chlH	num_chlD	num_chlI	num_bchH	num_bchD	num_bchI	num_cobN	num_cobT	num_cobS	num_chlD_fs	num_bchD_fs	num_cobT_fs
2526	Mycobacterium_asiaticum_DSM_44297	Mycobacterium asiaticum DSM 44297	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3387	Mycobacterium_aurum	Mycobacterium aurum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1157	Mycobacterium_avium_subsp_avium_Env_77	Mycobacterium avium subsp. avium Env 77	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
126	Mycobacterium_avium_subsp_paratuberculosis_K_10	Mycobacterium avium subsp. paratuberculosis K-10	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4543	Mycobacterium_bacteremicum	Mycobacterium bacteremicum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3403	Mycobacterium_bohemicum_DSM_44277	Mycobacterium bohemicum DSM 44277	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
934	Mycobacterium_bovis_AF2122_97	Mycobacterium bovis AF2122/97	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3921	Mycobacterium_brisbanense	Mycobacterium brisbanense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4743	Mycobacterium_brumae	Mycobacterium brumae	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4545	Mycobacterium_celeriflavum	Mycobacterium celeriflavum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4070	Mycobacterium_chelonae_CCUG_47445	Mycobacterium chelonae CCUG 47445	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3373	Mycobacterium_chlorophenolicum	Mycobacterium chlorophenolicum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1270	Mycobacterium_chubuense_NBB4	Mycobacterium chubuense NBB4	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4600	Mycobacterium_colombiense_CECT_3035	Mycobacterium colombiense CECT 3035	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4587	Mycobacterium_confluentis	Mycobacterium confluentis	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4586	Mycobacterium_conspicuum	Mycobacterium conspicuum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
2525	Mycobacterium_cosmeticum	Mycobacterium cosmeticum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4374	Mycobacterium_diernhoferi	Mycobacterium diernhoferi	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
4588	Mycobacterium_doricum	Mycobacterium doricum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3307	Mycobacterium_elephantis	Mycobacterium elephantis	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3569	Mycobacterium_europaeum	Mycobacterium europaeum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4584	Mycobacterium_fallax	Mycobacterium fallax	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	0	2	1	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
4243	Mycobacterium_flavescens	Mycobacterium flavescens	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	2	2	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0
3531	Mycobacterium_fortuitum	Mycobacterium fortuitum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4589	Mycobacterium_fragae	Mycobacterium fragae	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4492	Mycobacterium_franklinii	Mycobacterium franklinii	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
2451	Mycobacterium_genavense_ATCC_51234	Mycobacterium genavense ATCC 51234	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
855	Mycobacterium_gilvum_Spyr1	Mycobacterium gilvum Spyr1	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3416	Mycobacterium_goodii	Mycobacterium goodii	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	2	3	0	3	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0
4574	Mycobacterium_gordonae	Mycobacterium gordonae	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1592	Mycobacterium_haemophilum_DSM_44634	Mycobacterium haemophilum DSM 44634	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1794	Mycobacterium_hassiacum_DSM_44199	Mycobacterium hassiacum DSM 44199	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4546	Mycobacterium_heidelbergense	Mycobacterium heidelbergense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4244	Mycobacterium_holsaticum	Mycobacterium holsaticum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	1	2	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0
4547	Mycobacterium_insubricum	Mycobacterium insubricum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
4548	Mycobacterium_intermedium	Mycobacterium intermedium	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1291	Mycobacterium_intracellulare_ATCC_13950	Mycobacterium intracellulare ATCC 13950	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4575	Mycobacterium_iranicum	Mycobacterium iranicum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
695	Mycobacterium_kansasii_ATCC_12478	Mycobacterium kansasii ATCC 12478	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3391	Mycobacterium_komaniense	Mycobacterium komaniense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4597	Mycobacterium_koreense	Mycobacterium koreense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4576	Mycobacterium_kubicae	Mycobacterium kubicae	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
2969	Mycobacterium_kyorinense	Mycobacterium kyorinense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4590	Mycobacterium_lacus	Mycobacterium lacus	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3568	Mycobacterium_lentiflavum	Mycobacterium lentiflavum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4487	Mycobacterium_litorale	Mycobacterium litorale	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
4591	Mycobacterium_longobardum	Mycobacterium longobardum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
2522	Mycobacterium_mageritense_DSM_44476_CIP_104973	Mycobacterium mageritense DSM 44476 = CIP 104973	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3390	Mycobacterium_malmesburyense	Mycobacterium malmesburyense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4549	Mycobacterium_malmoense	Mycobacterium malmoense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4550	Mycobacterium_mantenii	Mycobacterium mantenii	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
2788	Mycobacterium_marinum_E11	Mycobacterium marinum E11	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4552	Mycobacterium_minnesotense	Mycobacterium minnesotense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4551	Mycobacterium_moriokaense	Mycobacterium moriokaense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3495	Mycobacterium_mucogenicum	Mycobacterium mucogenicum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1493	Mycobacterium_neoaurum_VKM_Ac_1815D	Mycobacterium neoaurum VKM Ac-1815D	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4553	Mycobacterium_noviomagense	Mycobacterium noviomagense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3374	Mycobacterium_obuense	Mycobacterium obuense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4577	Mycobacterium_palustre	Mycobacterium palustre	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4557	Mycobacterium_parafortuitum	Mycobacterium parafortuitum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
746	Mycobacterium_parascrofulaceum_ATCC_BAA_614	Mycobacterium parascrofulaceum ATCC BAA-614	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4592	Mycobacterium_parmense	Mycobacterium parmense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3584	Mycobacterium_peregrinum	Mycobacterium peregrinum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3953	Mycobacterium_phlei	Mycobacterium phlei	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	1	2	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0
1106	Mycobacterium_rhodesiae_JS60	Mycobacterium rhodesiae JS60	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1105	Mycobacterium_rhodesiae_NBB3	Mycobacterium rhodesiae NBB3	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4578	Mycobacterium_riyadhense	Mycobacterium riyadhense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
5066	Mycobacterium_rutilum	Mycobacterium rutilum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4491	Mycobacterium_salmoniphilum	Mycobacterium salmoniphilum	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
4579	Mycobacterium_saskatchewanense	Mycobacterium saskatchewanense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4580	Mycobacterium_senuense	Mycobacterium senuense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3063	Mycobacterium_setense	Mycobacterium setense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
3956	Mycobacterium_simiae	Mycobacterium simiae	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	3	1	3	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0
1013	Mycobacterium_sinense	Mycobacterium sinense	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
293	Mycobacterium_smegmatis_str_MC2_155	Mycobacterium smegmatis str. MC2 155	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4610	Mycobacterium_szulgai	Mycobacterium szulgai	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4582	Mycobacterium_terrae	Mycobacterium terrae	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1120	Mycobacterium_thermoresistibile_ATCC_19527	Mycobacterium thermoresistibile ATCC 19527	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
2656	Mycobacterium_triplex	Mycobacterium triplex	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4593	Mycobacterium_triviale	Mycobacterium triviale	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
939	Mycobacterium_tuberculosis_H37Rv	Mycobacterium tuberculosis H37Rv	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5722	Mycobacterium_tuberculosis_HN878	Mycobacterium tuberculosis HN878	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4556	Mycobacterium_tusciae	Mycobacterium tusciae	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4144	Mycobacterium_vaccae_95051	Mycobacterium vaccae 95051	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
300	Mycobacterium_vanbaalenii_PYR_1	Mycobacterium vanbaalenii PYR-1	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4583	Mycobacterium_wolinskyi	Mycobacterium wolinskyi	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4585	Mycobacterium_xenopi	Mycobacterium xenopi	Bacteria	Actinobacteria	Mycobacterium	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
482	Nakamurella_multipartita_DSM_44233	Nakamurella multipartita DSM 44233	Bacteria	Actinobacteria	Nakamurella	Nakamurellales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4965	Nakamurella_panacisegetis	Nakamurella panacisegetis	Bacteria	Actinobacteria	Nakamurella	Nakamurellales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4702	Natranaerobius_trueperi	Natranaerobius trueperi	Bacteria	Firmicutes	Natranaerobius	Clostridia	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1581	Natrialba_asiatica_DSM_12278	Natrialba asiatica DSM 12278	Archaea	Euryarchaeota	Natrialba	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4641	Natrialbaceae_archaeon_JW_NM_HA_15	Natrialbaceae archaeon JW/NM-HA 15	Archaea	Euryarchaeota	Natrialbaceae	Halobacteria	1	2	2	2	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0
2808	Natrinema_altunense	Natrinema altunense	Archaea	Euryarchaeota	Natrinema	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1104	Natrinema_pellirubrum_DSM_15624	Natrinema pellirubrum DSM 15624	Archaea	Euryarchaeota	Natrinema	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5131	Natrinema_salaciae	Natrinema salaciae	Archaea	Euryarchaeota	Natrinema	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1573	Natrinema_versiforme_JCM_10478	Natrinema versiforme JCM 10478	Archaea	Euryarchaeota	Natrinema	Halobacteria	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
5238	Natronobacterium_gregoryi	Natronobacterium gregoryi	Archaea	Euryarchaeota	Natronobacterium	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1103	Natronobacterium_gregoryi_SP2	Natronobacterium gregoryi SP2	Archaea	Euryarchaeota	Natronobacterium	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1583	Natronococcus_amylolyticus_DSM_10524	Natronococcus amylolyticus DSM 10524	Archaea	Euryarchaeota	Natronococcus	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1584	Natronococcus_jeotgali_DSM_18795	Natronococcus jeotgali DSM 18795	Archaea	Euryarchaeota	Natronococcus	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1528	Natronococcus_occultus_SP4	Natronococcus occultus SP4	Archaea	Euryarchaeota	Natronococcus	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1574	Natronolimnobius_innermongolicus_JCM_12255	Natronolimnobius innermongolicus JCM 12255	Archaea	Euryarchaeota	Natronolimnobius	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2498	Natronomonas_moolapensis_8_8_11	Natronomonas moolapensis 8.8.11	Archaea	Euryarchaeota	Natronomonas	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
531	Natronomonas_pharaonis_DSM_2160	Natronomonas pharaonis DSM 2160	Archaea	Euryarchaeota	Natronomonas	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1585	Natronorubrum_bangense_JCM_10635	Natronorubrum bangense JCM 10635	Archaea	Euryarchaeota	Natronorubrum	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1586	Natronorubrum_sulfidifaciens_JCM_14089	Natronorubrum sulfidifaciens JCM 14089	Archaea	Euryarchaeota	Natronorubrum	Halobacteria	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5521	Natronorubrum_thiooxidans	Natronorubrum thiooxidans	Archaea	Euryarchaeota	Natronorubrum	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1853	Natronorubrum_tibetense_GA33	Natronorubrum tibetense GA33	Archaea	Euryarchaeota	Natronorubrum	Halobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
5492	Negativibacillus_massiliensis	Negativibacillus massiliensis	Bacteria	Firmicutes	Negativibacillus	Clostridia	2	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0
5498	Negativicoccus_massiliensis	Negativicoccus massiliensis	Bacteria	Firmicutes	Negativicoccus	Negativicutes	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
653	Neptuniibacter_caesariensis	Neptuniibacter caesariensis	Bacteria	Proteobacteria	Neptuniibacter	Gammaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4004	Neptuniibacter_marinus	Neptuniibacter marinus	Bacteria	Proteobacteria	Neptuniibacter	Gammaproteobacteria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3388	Nereida_ignava	Nereida ignava	Bacteria	Proteobacteria	Nereida	Alphaproteobacteria	2	2	2	2	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0
1944	Nevskia_ramosa_DSM_11499	Nevskia ramosa DSM 11499	Bacteria	Proteobacteria	Nevskia	Gammaproteobacteria	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
3246	Nitriliruptor_alkaliphilus_DSM_45188	Nitriliruptor alkaliphilus DSM 45188	Bacteria	Actinobacteria	Nitriliruptor	Nitriliruptoria	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4061	Nocardia_acidivorans_NBRC_108247	Nocardia acidivorans NBRC 108247	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4029	Nocardia_amikacinitolerans_NBRC_108937	Nocardia amikacinitolerans NBRC 108937	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
3539	Nocardia_arizonensis	Nocardia arizonensis	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4030	Nocardia_arthritidis_NBRC_100137	Nocardia arthritidis NBRC 100137	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1421	Nocardia_asteroides_NBRC_15531	Nocardia asteroides NBRC 15531	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1212	Nocardia_brasiliensis_ATCC_700358	Nocardia brasiliensis ATCC 700358	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1422	Nocardia_brevicatena_NBRC_12119	Nocardia brevicatena NBRC 12119	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
1423	Nocardia_carnea_NBRC_14403	Nocardia carnea NBRC 14403	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4043	Nocardia_crassostreae	Nocardia crassostreae	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4031	Nocardia_cummidelens_NBRC_100378	Nocardia cummidelens NBRC 100378	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1311	Nocardia_cyriacigeorgica_GUH_2	Nocardia cyriacigeorgica GUH-2	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
4539	Nocardia_donostiensis	Nocardia donostiensis	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3413	Nocardia_farcinica	Nocardia farcinica	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	2	0	1	1	0	1	0	2	0	0	0	0	1	0	0	1	0	0
4032	Nocardia_harenae_NBRC_108248	Nocardia harenae NBRC 108248	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1424	Nocardia_higoensis_NBRC_100133	Nocardia higoensis NBRC 100133	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4033	Nocardia_inohanensis_NBRC_100128	Nocardia inohanensis NBRC 100128	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4037	Nocardia_jejuensis_NBRC_103114	Nocardia jejuensis NBRC 103114	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	2	0	1	1	1	0	0	2	0	0	0	0	1	0	0	1	0	0
1425	Nocardia_jiangxiensis_NBRC_101359	Nocardia jiangxiensis NBRC 101359	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4038	Nocardia_mexicana_NBRC_108244	Nocardia mexicana NBRC 108244	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
4045	Nocardia_mikamii_NBRC_108933	Nocardia mikamii NBRC 108933	Bacteria	Actinobacteria	Nocardia	Corynebacteriales	1	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
