id	name	genus	phylum	kingdom	tax2	num_M	num_bchlD	num_bchlD_fs
5320	Halomonas saccharevitans	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5321	Lishizhenia tianjinensis	Lishizhenia	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5322	Geodermatophilus amargosae	Geodermatophilus	Actinobacteria	Bacteria	Geodermatophilales	2	2	0
5323	Devosia crocina	Devosia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5324	Actinopolyspora righensis	Actinopolyspora	Actinobacteria	Bacteria	Actinopolysporales	1	1	0
5325	Crenotalea thermophila	Crenotalea	Bacteroidetes	Bacteria	Chitinophagia	0	0	0
5326	Pseudomonas marincola	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5327	Xenorhabdus koppenhoeferi	Xenorhabdus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5328	Massilia namucuonensis	Massilia	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5329	Pustulibacterium marinum	Pustulibacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5330	Halomonas korlensis	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5331	Micrococcus terreus	Micrococcus	Actinobacteria	Bacteria	Micrococcales	0	0	0
5332	Lactobacillus acidipiscis	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5333	Chitinophaga sancti	Chitinophaga	Bacteroidetes	Bacteria	Chitinophagia	0	0	0
5334	Cellulophaga fucicola	Cellulophaga	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5335	Amycolatopsis australiensis	Amycolatopsis	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
5336	Sinomicrobium oceani	Sinomicrobium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5337	Arcanobacterium urinimassiliense	Arcanobacterium	Actinobacteria	Bacteria	Actinomycetales	0	0	0
5338	Ruminococcus flavefaciens	Ruminococcus	Firmicutes	Bacteria	Clostridia	0	0	0
5339	Actinomyces urinae	Actinomyces	Actinobacteria	Bacteria	Actinomycetales	0	0	0
5340	Marinospirillum alkaliphilum DSM 21637	Marinospirillum	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5341	Chitinimonas taiwanensis DSM 18899	Chitinimonas	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5342	Devosia enhydra	Devosia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5343	Collinsella phocaeensis	Collinsella	Actinobacteria	Bacteria	Coriobacteriia	0	0	0
5344	Ezakiella massiliensis	Ezakiella	Firmicutes	Bacteria	Tissierellia	0	0	0
5345	Ndongobacter massiliensis	Ndongobacter	Firmicutes	Bacteria	Ndongobacter	0	0	0
5346	Urinacoccus massiliensis	Urinacoccus	Firmicutes	Bacteria	Tissierellia	0	0	0
5347	Urmitella timonensis	Urmitella	Firmicutes	Bacteria	Tissierellia	0	0	0
5348	Anaerococcus mediterraneensis	Anaerococcus	Firmicutes	Bacteria	Tissierellia	0	0	0
5349	Mediterranea massiliensis	Mediterranea	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
5350	Duodenibacillus massiliensis	Duodenibacillus	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5351	Buchnera aphidicola (Cinara pseudotaxifoliae)	Buchnera	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5352	Buchnera aphidicola	Buchnera	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5353	Buchnera aphidicola (Cinara confinis)	Buchnera	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5354	Alkalibacter saccharofermentans DSM 14828	Alkalibacter	Firmicutes	Bacteria	Clostridia	0	0	0
5355	Sphingorhabdus marina DSM 22363	Sphingorhabdus	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5356	Bacteroides luti	Bacteroides	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
5357	Halomonas ilicicola DSM 19980	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5358	Tissierella praeacuta DSM 18095	Tissierella	Firmicutes	Bacteria	Tissierellia	0	0	0
5359	Ferrithrix thermotolerans DSM 19514	Ferrithrix	Actinobacteria	Bacteria	Acidimicrobiia	1	1	0
5360	Devosia limi DSM 17137	Devosia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5361	Dysgonomonas macrotermitis	Dysgonomonas	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
5362	Loktanella atrilutea	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5363	Leeuwenhoekiella marinoflava DSM 3653	Leeuwenhoekiella	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5364	Mariniphaga anaerophila	Mariniphaga	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
5365	Psychroflexus salarius	Psychroflexus	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5366	Lampropedia hyalina DSM 16112	Lampropedia	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5367	Caldanaerobius fijiensis DSM 17918	Caldanaerobius	Firmicutes	Bacteria	Clostridia	0	0	0
5368	Atopostipes suicloacalis DSM 15692	Atopostipes	Firmicutes	Bacteria	Bacilli	0	0	0
5369	Microbulbifer donghaiensis	Microbulbifer	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5370	Thermoanaerobacter uzonensis DSM 18761	Thermoanaerobacter	Firmicutes	Bacteria	Clostridia	0	0	0
5371	Acidocella aminolytica 101 = DSM 11237	Acidocella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5372	Lactonifactor longoviformis DSM 17459	Lactonifactor	Firmicutes	Bacteria	Clostridia	0	0	0
5373	Marinomonas polaris DSM 16579	Marinomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0
5374	Marinitoga hydrogenitolerans DSM 16785	Marinitoga	Thermotogae	Bacteria	Petrotogales	0	0	0
5375	Desulfotomaculum putei DSM 12395	Desulfotomaculum	Firmicutes	Bacteria	Clostridia	0	0	0
5376	Thermomonas hydrothermalis	Thermomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5377	Litoreibacter ascidiaceicola	Litoreibacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5378	Chryseobacterium arachidis	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5379	Caloramator proteoclasticus DSM 10124	Caloramator	Firmicutes	Bacteria	Clostridia	0	0	0
5380	Flavisolibacter ginsengisoli DSM 18119	Flavisolibacter	Bacteroidetes	Bacteria	Chitinophagia	0	0	0
5381	Desulfacinum infernum DSM 9756	Desulfacinum	Proteobacteria	Bacteria	Deltaproteobacteria	1	1	0
5382	Aliifodinibius roseus	Aliifodinibius	Balneolaeota	Bacteria	Balneolia	0	0	0
5383	Kaistia soli DSM 19436	Kaistia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5384	Seinonella peptonophila	Seinonella	Firmicutes	Bacteria	Bacilli	0	0	0
5385	Clostridium fallax	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
5386	Streptoalloteichus hindustanus	Streptoalloteichus	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
5387	Flavobacterium fontis	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5388	Salegentibacter echinorum	Salegentibacter	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5389	Jatrophihabitans endophyticus	Jatrophihabitans	Actinobacteria	Bacteria	Frankiales	1	1	0
5390	Chitinophaga niabensis	Chitinophaga	Bacteroidetes	Bacteria	Chitinophagia	0	0	0
5391	Tenacibaculum mesophilum	Tenacibaculum	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5392	Ornithinibacillus halophilus	Ornithinibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5393	Geodermatophilus nigrescens	Geodermatophilus	Actinobacteria	Bacteria	Geodermatophilales	2	2	0
5394	Flavobacterium fluvii	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5395	Aestuariibacter aggregatus	Aestuariibacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5396	Spongiibacterium flavum	Spongiibacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5397	Thalassobius maritimus	Thalassobius	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5398	Flavobacterium granuli	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5399	Chryseolinea serpens	Chryseolinea	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5400	Winogradskyella jejuensis	Winogradskyella	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5401	Halobaculum gomorrense	Halobaculum	Euryarchaeota	Archaea	Halobacteria	1	1	0
5402	Algoriphagus halophilus	Algoriphagus	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5403	Thermosyntropha lipolytica DSM 11003	Thermosyntropha	Firmicutes	Bacteria	Clostridia	0	0	0
5404	Asaccharospora irregularis DSM 2635	Asaccharospora	Firmicutes	Bacteria	Clostridia	0	0	0
5405	Hydrocarboniphaga daqingensis	Hydrocarboniphaga	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5406	Loktanella sediminum	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5407	Marivita hallyeonensis	Marivita	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5408	Candidimonas bauzanensis	Candidimonas	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5409	Ferrimonas marina	Ferrimonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5410	Tepidibacter thalassicus DSM 15285	Tepidibacter	Firmicutes	Bacteria	Clostridia	0	0	0
5411	Anaerosphaera aminiphila DSM 21120	Anaerosphaera	Firmicutes	Bacteria	Tissierellia	0	0	0
5412	Desulfosporosinus lacus DSM 15449	Desulfosporosinus	Firmicutes	Bacteria	Clostridia	0	0	0
5413	Butyrivibrio fibrisolvens DSM 3071	Butyrivibrio	Firmicutes	Bacteria	Clostridia	0	0	0
5414	Clostridium grantii DSM 8605	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
5415	Halodesulfovibrio marinisediminis DSM 17456	Halodesulfovibrio	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
5416	Thermosipho atlanticus DSM 15807	Thermosipho	Thermotogae	Bacteria	Thermotogales	0	0	0
5417	Clostridium collagenovorans DSM 3089	Clostridium	Firmicutes	Bacteria	Clostridia	1	1	0
5418	Desulfofustis glycolicus DSM 9705	Desulfofustis	Proteobacteria	Bacteria	Deltaproteobacteria	1	1	1
5419	Sporanaerobacter acetigenes DSM 13106	Sporanaerobacter	Firmicutes	Bacteria	Tissierellia	1	1	0
5420	Wenyingzhuangia marina	Wenyingzhuangia	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5421	Sporobacter termitidis DSM 10068	Sporobacter	Firmicutes	Bacteria	Clostridia	0	0	0
5422	Vibrio aerogenes CECT 7868	Vibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5423	Nissabacter archeti	Nissabacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5424	Cruoricaptor ignavus	Cruoricaptor	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5425	Wenxinia saemankumensis	Wenxinia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5426	Chryseobacterium zeae	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5427	Aquimarina spongiae	Aquimarina	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5428	Sulfurivirga caldicuralii	Sulfurivirga	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5429	Hymenobacter daecheongensis DSM 21074	Hymenobacter	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5430	Clostridium cavendishii DSM 21758	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
5431	Anaerovibrio lipolyticus DSM 3074	Anaerovibrio	Firmicutes	Bacteria	Negativicutes	0	0	0
5432	Tangfeifania diversioriginum	Tangfeifania	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
5433	Mesonia phycicola	Mesonia	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5434	Roseomonas rosea	Roseomonas	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5435	Tessaracoccus bendigoensis DSM 12906	Tessaracoccus	Actinobacteria	Bacteria	Propionibacteriales	0	0	0
5436	Pseudomonas zeshuii	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1
5437	Arenibacter nanhaiticus	Arenibacter	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5438	Nocardiopsis flavescens	Nocardiopsis	Actinobacteria	Bacteria	Streptosporangiales	1	1	0
5439	Desulfotomaculum thermosubterraneum DSM 16057	Desulfotomaculum	Firmicutes	Bacteria	Clostridia	1	1	0
5440	Flavobacterium terrae	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5441	Flavobacterium haoranii	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5442	Agromyces cerinus subsp. cerinus	Agromyces	Actinobacteria	Bacteria	Micrococcales	0	0	0
5443	Clostridium amylolyticum	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
5444	Pseudopelagicola gijangensis	Pseudopelagicola	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5445	Lutispora thermophila DSM 19022	Lutispora	Firmicutes	Bacteria	Clostridia	1	1	0
5446	Malonomonas rubra DSM 5091	Malonomonas	Proteobacteria	Bacteria	Deltaproteobacteria	1	1	1
5447	Hespellia stercorisuis DSM 15480	Hespellia	Firmicutes	Bacteria	Clostridia	0	0	0
5448	Reichenbachiella agariperforans	Reichenbachiella	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5449	Anaerocolumna jejuensis DSM 15929	Anaerocolumna	Firmicutes	Bacteria	Clostridia	0	0	0
5450	Hathewaya proteolytica DSM 3090	Hathewaya	Firmicutes	Bacteria	Clostridia	1	1	0
5451	Tepidibacter formicigenes DSM 15518	Tepidibacter	Firmicutes	Bacteria	Clostridia	0	0	0
5452	Paramaledivibacter caminithermalis DSM 15212	Paramaledivibacter	Firmicutes	Bacteria	Clostridia	0	0	0
5453	Anaerotignum lactatifermentans DSM 14214	Anaerotignum	Firmicutes	Bacteria	Clostridia	0	0	0
5454	Anaerobranca californiensis DSM 14826	Anaerobranca	Firmicutes	Bacteria	Clostridia	0	0	0
5455	Oceanicola litoreus	Oceanicola	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5456	Chryseobacterium molle	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5457	Pseudonocardia thermophila	Pseudonocardia	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
5458	Desulfotomaculum aeronauticum DSM 10349	Desulfotomaculum	Firmicutes	Bacteria	Clostridia	0	0	0
5459	Marinobacter antarcticus	Marinobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5460	Hymenobacter psychrotolerans DSM 18569	Hymenobacter	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5461	Muricauda antarctica	Muricauda	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5462	Rhodothermus profundi	Rhodothermus	Bacteroidetes	Bacteria	Bacteroidetes Order II. Incertae sedis	0	0	0
5463	Thermocrinis minervae	Thermocrinis	Aquificae	Bacteria	Aquificales	0	0	0
5464	Chryseobacterium polytrichastri	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5465	Chishuiella changwenlii	Chishuiella	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5466	Streptomyces paucisporeus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
5467	Chitinophaga jiangningensis	Chitinophaga	Bacteroidetes	Bacteria	Chitinophagia	0	0	0
5468	Roseovarius pacificus	Roseovarius	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5469	Labrenzia suaedae	Labrenzia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5470	Flavobacterium saccharophilum	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5471	Halomonas cupida	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	2	1	0
5472	Salinicoccus alkaliphilus DSM 16010	Salinicoccus	Firmicutes	Bacteria	Bacilli	0	0	0
5473	Paracoccus solventivorans	Paracoccus	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5474	Halomonas subglaciescola	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5475	Anaerosporobacter mobilis DSM 15930	Anaerosporobacter	Firmicutes	Bacteria	Clostridia	0	0	0
5476	Salegentibacter salegens	Salegentibacter	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5477	Caldanaerovirga acetigignens	Caldanaerovirga	Firmicutes	Bacteria	Clostridia	1	1	0
5478	Cryptosporangium aurantiacum	Cryptosporangium	Actinobacteria	Bacteria	Frankiales	1	1	0
5479	Duganella sacchari	Duganella	Proteobacteria	Bacteria	Betaproteobacteria	1	1	1
5480	Cyclobacterium lianum	Cyclobacterium	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5481	Gracilibacillus kekensis	Gracilibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5482	Oceanicella actignis	Oceanicella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5483	Chryseobacterium scophthalmum	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5484	Porphyrobacter sanguineus	Porphyrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5485	Desulfovibrio litoralis DSM 11393	Desulfovibrio	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
5486	Fervidobacterium gondwanense DSM 13020	Fervidobacterium	Thermotogae	Bacteria	Thermotogales	0	0	0
5487	Nitrosomonas cryotolerans ATCC 49181	Nitrosomonas	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
5488	Micromonospora cremea	Micromonospora	Actinobacteria	Bacteria	Micromonosporales	1	1	0
5489	Anaerocolumna xylanovorans DSM 12503	Anaerocolumna	Firmicutes	Bacteria	Clostridia	0	0	0
5490	Libanicoccus massiliensis	Libanicoccus	Actinobacteria	Bacteria	Coriobacteriia	0	0	0
5491	Desulfopila aestuarii DSM 18488	Desulfopila	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
5492	Negativibacillus massiliensis	Negativibacillus	Firmicutes	Bacteria	Clostridia	1	1	0
5493	Pseudoxanthobacter soli DSM 19599	Pseudoxanthobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5494	Algoriphagus zhangzhouensis	Algoriphagus	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5495	Xenorhabdus innexi	Xenorhabdus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5496	Collinsella bouchesdurhonensis	Collinsella	Actinobacteria	Bacteria	Coriobacteriia	0	0	0
5497	Merdibacter massiliensis	Merdibacter	Firmicutes	Bacteria	Erysipelotrichia	0	0	0
5498	Negativicoccus massiliensis	Negativicoccus	Firmicutes	Bacteria	Negativicutes	1	1	0
5499	Christensenella massiliensis	Christensenella	Firmicutes	Bacteria	Clostridia	0	0	0
5500	Actinomyces provencensis	Actinomyces	Actinobacteria	Bacteria	Actinomycetales	0	0	0
5501	Mailhella massiliensis	Mailhella	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
5502	Corynebacterium urinapleomorphum	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
5503	Mobilibacterium timonense	Mobilibacterium	Firmicutes	Bacteria	Clostridia	0	0	0
5504	Peptoniphilus urinimassiliensis	Peptoniphilus	Firmicutes	Bacteria	Tissierellia	0	0	0
5505	Massilimaliae massiliensis	Massilimaliae	Firmicutes	Bacteria	Clostridia	0	0	0
5506	Virgibacillus dakarensis	Virgibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5507	Prevotella ihumii	Prevotella	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
5508	Intestinibacillus massiliensis	Intestinibacillus	Firmicutes	Bacteria	Clostridia	0	0	0
5509	Lysobacter tolerans	Lysobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5510	Marinobacterium stanieri	Marinobacterium	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5511	Mucilaginibacter lappiensis	Mucilaginibacter	Bacteroidetes	Bacteria	Sphingobacteriia	0	0	0
5512	Micromonospora avicenniae	Micromonospora	Actinobacteria	Bacteria	Micromonosporales	1	1	0
5513	Alkalispirochaeta americana	Alkalispirochaeta	Spirochaetes	Bacteria	Spirochaetales	0	0	0
5514	Domibacillus enclensis	Domibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5515	Ectothiorhodosinus mongolicus	Ectothiorhodosinus	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0
5516	Halanaerobium kushneri	Halanaerobium	Firmicutes	Bacteria	Clostridia	0	0	0
5517	Edaphobacillus lindanitolerans	Edaphobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5518	Microbispora rosea	Microbispora	Actinobacteria	Bacteria	Streptosporangiales	1	1	0
5519	Pontibacter indicus	Pontibacter	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5520	Pontibacter lucknowensis	Pontibacter	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5521	Natronorubrum thiooxidans	Natronorubrum	Euryarchaeota	Archaea	Halobacteria	1	1	0
5522	Williamsia sterculiae	Williamsia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
5523	Loktanella rosea	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5524	Moraxella cuniculi DSM 21768	Moraxella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5525	Pontibaca methylaminivorans	Pontibaca	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5526	Roseovarius nanhaiticus	Roseovarius	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5527	Insolitispirillum peregrinum	Insolitispirillum	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5528	Kroppenstedtia eburnea	Kroppenstedtia	Firmicutes	Bacteria	Bacilli	0	0	0
5529	Salimicrobium flavidum	Salimicrobium	Firmicutes	Bacteria	Bacilli	0	0	0
5530	Rhodobacter aestuarii	Rhodobacter	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5531	Corynebacterium appendicis CIP 107643	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
5532	Oleibacter marinus	Oleibacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5533	Chryseobacterium piscicola	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5534	Rhodobacter vinaykumarii	Rhodobacter	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5535	Chryseobacterium chaponense	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
5536	Alicyclobacillus vulcanalis	Alicyclobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5537	Filimonas lacunae	Filimonas	Bacteroidetes	Bacteria	Chitinophagia	0	0	0
5538	Belliella pelovolcani	Belliella	Bacteroidetes	Bacteria	Cytophagia	0	0	0
5539	Roseivivax lentus	Roseivivax	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
5540	Gemmobacter megaterium	Gemmobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5541	Paracoccus saliphilus	Paracoccus	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
5542	Bacillus sinesaloumensis	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5543	Bacillus dakarensis	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5544	Virgibacillus proomii	Virgibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5545	Oceanobacillus sojae	Oceanobacillus	Firmicutes	Bacteria	Bacilli	1	1	0
5546	Halomonas utahensis	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5547	Terribacillus halophilus	Terribacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5548	Virgibacillus siamensis	Virgibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5549	Arthrobacter rhombi	Arthrobacter	Actinobacteria	Bacteria	Micrococcales	0	0	0
5550	Agrococcus casei LMG 22410	Agrococcus	Actinobacteria	Bacteria	Micrococcales	0	0	0
5551	Brachybacterium nesterenkovii	Brachybacterium	Actinobacteria	Bacteria	Micrococcales	0	0	0
5552	Brevibacterium yomogidense	Brevibacterium	Actinobacteria	Bacteria	Micrococcales	0	0	0
5553	Crenothrix polyspora	Crenothrix	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
5554	Vagococcus fluvialis bH819	Vagococcus	Firmicutes	Bacteria	Bacilli	0	0	0
5555	Microbacterium esteraromaticum	Microbacterium	Actinobacteria	Bacteria	Micrococcales	0	0	0
5556	Mycetocola reblochoni REB411	Mycetocola	Actinobacteria	Bacteria	Micrococcales	0	0	0
5557	Halobacillus salinus	Halobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5558	Virgibacillus dokdonensis	Virgibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5559	Halobacillus massiliensis	Halobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5560	Oceanobacillus timonensis	Oceanobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5561	Halobacillus hunanensis	Halobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
5562	Succinivibrio dextrinosolvens DSM 3072	Succinivibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
