id	name	genus	phylum	kingdom	tax2	num_M	num_bchlD	num_bchlD_fs
2705	Mycoplasma anseris ATCC 49234	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
2706	Pseudobutyrivibrio ruminis HUN009	Pseudobutyrivibrio	Firmicutes	Bacteria	Clostridia	0	0	0
2707	Clostridium algidicarnis	Clostridium	Firmicutes	Bacteria	Clostridia	1	1	0
2708	Campylobacter mucosalis	Campylobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
2709	Bartonella koehlerae C-29	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2710	Bartonella rochalimae ATCC BAA-1498	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2711	Staphylococcus xylosus	Staphylococcus	Firmicutes	Bacteria	Bacilli	0	0	0
2712	Marinobacter nitratireducens	Marinobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2713	Chryseobacterium hispalense DSM 25574	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2714	Virgibacillus alimentarius	Virgibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2715	Bartonella bacilliformis Ver097	Bartonella	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2716	Bacillus indicus	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2717	Planktothrix agardhii NIVA-CYA 126/8	Planktothrix	Cyanobacteria	Bacteria	Oscillatoriophycideae	1	1	0
2718	Haladaptatus cibarius D43	Haladaptatus	Euryarchaeota	Archaea	Halobacteria	0	0	0
2719	Endozoicomonas elysicola	Endozoicomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2720	Thiomicrospira pelophila DSM 1534	Thiomicrospira	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2721	Methanomicrobium mobile BP	Methanomicrobium	Euryarchaeota	Archaea	Methanomicrobia	1	1	1
2722	Pelobacter seleniigenes DSM 18267	Pelobacter	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
2723	Polycyclovorans algicola TG408	Polycyclovorans	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2724	Hydrogenovibrio marinus DSM 11271	Hydrogenovibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2725	Sphingomonas astaxanthinifaciens DSM 22298	Sphingomonas	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
2726	Roseomonas aerilata DSM 19363	Roseomonas	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2727	Desulfovibrio frigidus DSM 17176	Desulfovibrio	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
2728	Vibrio pacinii DSM 19139	Vibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2729	Andreprevotia chitinilytica DSM 18519	Andreprevotia	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0
2730	Chromobacterium haemolyticum DSM 19808	Chromobacterium	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
2731	Methermicoccus shengliensis DSM 18856	Methermicoccus	Euryarchaeota	Archaea	Methanomicrobia	1	1	0
2732	Nevskia soli DSM 19509	Nevskia	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2733	Actinomyces israelii DSM 43320	Actinomyces	Actinobacteria	Bacteria	Actinomycetales	0	0	0
2734	Desulfotomaculum alkaliphilum DSM 12257	Desulfotomaculum	Firmicutes	Bacteria	Clostridia	0	0	0
2735	Pararheinheimera texasensis DSM 17496	Pararheinheimera	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2736	Salinicoccus luteus DSM 17002	Salinicoccus	Firmicutes	Bacteria	Bacilli	0	0	0
2737	Ureaplasma canigenitalium ATCC 51252	Ureaplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
2738	Mycoplasma columbinum ATCC 29257	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
2739	Mycoplasma opalescens ATCC 27921	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
2740	Synergistes jonesii	Synergistes	Synergistetes	Bacteria	Synergistia	0	0	0
2741	Bacillus manliponensis	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2742	Thioclava indica	Thioclava	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2743	Anditalea andensis	Anditalea	Bacteroidetes	Bacteria	Cytophagia	2	2	0
2744	Tumebacillus flagellatus	Tumebacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2745	Erythrobacter longus	Erythrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
2746	Thioclava dalianensis	Thioclava	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2747	Streptomyces monomycini	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2748	Dactylosporangium aurantiacum	Dactylosporangium	Actinobacteria	Bacteria	Micromonosporales	1	1	0
2749	Saccharothrix syringae	Saccharothrix	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
2750	Streptomyces yerevanensis	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2751	Streptomyces atroolivaceus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2752	Catenuloplanes japonicus	Catenuloplanes	Actinobacteria	Bacteria	Micromonosporales	1	1	0
2753	Pseudonocardia autotrophica	Pseudonocardia	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
2754	Streptomyces rimosus subsp. rimosus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2755	Amycolatopsis jejuensis	Amycolatopsis	Actinobacteria	Bacteria	Pseudonocardiales	2	1	0
2756	Streptomyces violens	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	2	1	0
2757	Actinoalloteichus cyanogriseus	Actinoalloteichus	Actinobacteria	Bacteria	Pseudonocardiales	0	0	0
2758	Streptomyces catenulae	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2759	Kitasatospora purpeofusca	Kitasatospora	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2760	Mycetocola saprophilus	Mycetocola	Actinobacteria	Bacteria	Micrococcales	0	0	0
2761	Streptomyces scopuliridis RB72	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2762	Streptomyces fulvoviolaceus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2763	Spirillospora albida	Spirillospora	Actinobacteria	Bacteria	Streptosporangiales	1	1	0
2764	Streptomyces griseofuscus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2765	Oerskovia turbata	Oerskovia	Actinobacteria	Bacteria	Micrococcales	0	0	0
2766	Streptomyces varsoviensis	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2767	Streptomyces megasporus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2768	Lentzea albidocapillata	Lentzea	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
2769	Streptomyces roseoverticillatus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2770	Streptomyces albus subsp. albus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2771	Streptomyces albidoflavus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2772	Prauserella rugosa	Prauserella	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
2773	Corynebacterium variabile	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
2774	Marmoricola aequoreus	Marmoricola	Actinobacteria	Bacteria	Propionibacteriales	1	1	0
2775	Nocardia rhamnosiphila NBRC 108938	Nocardia	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
2776	Streptomyces virginiae	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2777	Phycicoccus jejuensis	Phycicoccus	Actinobacteria	Bacteria	Micrococcales	0	0	0
2778	Actinocatenispora sera	Actinocatenispora	Actinobacteria	Bacteria	Micromonosporales	0	0	0
2779	Streptosporangium amethystogenes	Streptosporangium	Actinobacteria	Bacteria	Streptosporangiales	1	1	0
2780	Streptomyces olivaceus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2781	Microtetraspora glauca	Microtetraspora	Actinobacteria	Bacteria	Streptosporangiales	1	1	0
2782	Pseudorhizobium pelagicum	Pseudorhizobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2783	Endozoicomonas numazuensis	Endozoicomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2784	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	Janthinobacterium	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
2785	Thaumarchaeota archaeon N4	Thaumarchaeota	Thaumarchaeota	Archaea	unclassified Thaumarchaeota	0	0	0
2786	Formosa agariphila KMM 3901	Formosa	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2787	Hydrogenophaga intermedia	Hydrogenophaga	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
2788	Mycobacterium marinum E11	Mycobacterium	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
2789	Ruminococcus bicirculans	Ruminococcus	Firmicutes	Bacteria	Clostridia	0	0	0
2790	Mucinivorans hirudinis	Mucinivorans	Bacteroidetes	Bacteria	Bacteroidia	0	0	0
2791	Virgibacillus massiliensis	Virgibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2792	Bacillus methanolicus MGA3	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2793	Actinotignum schaalii	Actinotignum	Actinobacteria	Bacteria	Actinomycetales	0	0	0
2794	Fimbriimonas ginsengisoli Gsoil 348	Fimbriimonas	Armatimonadetes	Bacteria	Fimbriimonadia	0	0	0
2795	Lysinibacillus fusiformis	Lysinibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2796	Terribacillus aidingensis	Terribacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2797	Dermacoccus nishinomiyaensis	Dermacoccus	Actinobacteria	Bacteria	Micrococcales	1	1	0
2798	Palaeococcus pacificus DY20341	Palaeococcus	Euryarchaeota	Archaea	Thermococci	1	1	0
2799	Nonomuraea candida	Nonomuraea	Actinobacteria	Bacteria	Streptosporangiales	1	1	0
2800	Streptomyces flavovariabilis	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2801	Chryseobacterium antarcticum	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2802	Nitrospirillum amazonense CBAmc	Nitrospirillum	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2803	Alteromonas australica	Alteromonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2804	Photobacterium sanctipauli	Photobacterium	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2805	Neorhizobium galegae bv. orientalis str. HAMBI 540	Neorhizobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2806	Ureaplasma diversum NCTC 246	Ureaplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
2807	Halomonas zincidurans B6	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2808	Natrinema altunense	Natrinema	Euryarchaeota	Archaea	Halobacteria	1	1	0
2809	Salinisphaera hydrothermalis C41B8	Salinisphaera	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2810	Nonlabens ulvanivorans	Nonlabens	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2811	Clostridium sulfidigenes	Clostridium	Firmicutes	Bacteria	Clostridia	0	0	0
2812	Amycolatopsis japonica	Amycolatopsis	Actinobacteria	Bacteria	Pseudonocardiales	2	1	0
2813	Corynebacterium atypicum	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
2814	Parvularcula oceani	Parvularcula	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2815	Mangrovimonas yunxiaonensis	Mangrovimonas	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2816	Nitratireductor basaltis	Nitratireductor	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2817	Algiphilus aromaticivorans DG1253	Algiphilus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2818	Methylomicrobium agile	Methylomicrobium	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2819	Mycoplasma buteonis	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
2820	Methylomarinum vadi	Methylomarinum	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2821	Thermodesulfobacterium commune DSM 2178	Thermodesulfobacterium	Thermodesulfobacteria	Bacteria	Thermodesulfobacteriales	1	1	0
2822	Ferrovum myxofaciens	Ferrovum	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
2823	Chryseobacterium halperniae	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2824	Kluyvera ascorbata ATCC 33433	Kluyvera	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2825	Yokenella regensburgei ATCC 49455	Yokenella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2826	Chryseobacterium haifense DSM 19056	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2827	Campylobacter iguaniorum	Campylobacter	Proteobacteria	Bacteria	Epsilonproteobacteria	0	0	0
2828	Schleiferia thermophila str. Yellowstone	Schleiferia	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2829	Thioclava atlantica	Thioclava	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2830	Hyalangium minutum	Hyalangium	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
2831	Sandaracinus amylolyticus	Sandaracinus	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
2832	Chryseobacterium formosense	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2833	Flavobacterium hydatis	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2834	Chryseobacterium soli	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2835	Chryseobacterium vrystaatense	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2836	Chryseobacterium piperi	Chryseobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2837	Bifidobacterium bombi DSM 19703	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2838	Bifidobacterium coryneforme	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2839	Bifidobacterium crudilactis	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2840	Planktomarina temperata RCA23	Planktomarina	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
2841	Rhodococcus defluvii	Rhodococcus	Actinobacteria	Bacteria	Corynebacteriales	1	1	0
2842	Methanocaldococcus bathoardescens	Methanocaldococcus	Euryarchaeota	Archaea	Methanococci	1	1	1
2843	Amycolatopsis methanolica 239	Amycolatopsis	Actinobacteria	Bacteria	Pseudonocardiales	1	1	0
2844	Comamonas testosteroni TK102	Comamonas	Proteobacteria	Bacteria	Betaproteobacteria	2	1	1
2845	Actinobacillus suis ATCC 33415	Actinobacillus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2846	Corynebacterium imitans	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
2847	Borreliella valaisiana Tom4006	Borreliella	Spirochaetes	Bacteria	Spirochaetales	0	0	0
2848	Halobellus rufus	Halobellus	Euryarchaeota	Archaea	Halobacteria	0	0	0
2849	Halorubrum halophilum	Halorubrum	Euryarchaeota	Archaea	Halobacteria	1	1	0
2850	Tepidicaulis marinus	Tepidicaulis	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2851	Paraburkholderia kururiensis subsp. thiooxydans NBRC 107107	Paraburkholderia	Proteobacteria	Bacteria	Betaproteobacteria	1	1	1
2852	Sphingomonas paucimobilis NBRC 13935	Sphingomonas	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2853	Paenibacillus chitinolyticus NBRC 15660	Paenibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2854	Agrobacterium rubi TR3 = NBRC 13261	Agrobacterium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2855	Comamonas granuli NBRC 101663	Comamonas	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
2856	Vibrio diazotrophicus NBRC 103148	Vibrio	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2857	Lactobacillus oryzae JCM 18671	Lactobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2858	Paenirhodobacter enshiensis	Paenirhodobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2859	Haematobacter massiliensis	Haematobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2860	Bifidobacterium choerinum	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2861	Bifidobacterium biavatii DSM 23969	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2862	Bifidobacterium callitrichos DSM 23973	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2863	Bifidobacterium gallicum DSM 20093 = LMG 11596	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2864	Bifidobacterium gallinarum	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2865	Bifidobacterium magnum	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2866	Bifidobacterium mongoliense DSM 21395	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2867	Bifidobacterium thermophilum	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2868	Bifidobacterium bohemicum DSM 22767	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2869	Bifidobacterium cuniculi	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2870	Bifidobacterium minimum	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2871	Bifidobacterium reuteri DSM 23975	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2872	Bifidobacterium psychraerophilum	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2873	Bifidobacterium saguini DSM 23967	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2874	Bifidobacterium tsurumiense	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2875	Bifidobacterium subtile	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2876	Bifidobacterium stellenboschense	Bifidobacterium	Actinobacteria	Bacteria	Bifidobacteriales	0	0	0
2877	Arenimonas donghaensis DSM 18148 = HO3-R19	Arenimonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2878	Devosia riboflavina	Devosia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2879	Ruegeria halocynthiae	Ruegeria	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2880	Basilea psittacipulmonis DSM 24701	Basilea	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
2881	Maribacter forsetii DSM 18668	Maribacter	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2882	Carnobacterium alterfunditum DSM 5972	Carnobacterium	Firmicutes	Bacteria	Bacilli	0	0	0
2883	Carnobacterium funditum DSM 5970	Carnobacterium	Firmicutes	Bacteria	Bacilli	0	0	0
2884	Kitasatospora mediocidica KCTC 9733	Kitasatospora	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2885	Carnobacterium divergens DSM 20623	Carnobacterium	Firmicutes	Bacteria	Bacilli	0	0	0
2886	Carnobacterium pleistocenium FTR1	Carnobacterium	Firmicutes	Bacteria	Bacilli	0	0	0
2887	Carnobacterium gallinarum DSM 4847	Carnobacterium	Firmicutes	Bacteria	Bacilli	0	0	0
2888	Hippea jasoniae	Hippea	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
2889	Rhizobium alamii	Rhizobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2890	Sphingomonas wittichii	Sphingomonas	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2891	Zobellia uliginosa	Zobellia	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2892	Streptacidiphilus rugosus AM-16	Streptacidiphilus	Actinobacteria	Bacteria	Streptomycetales	1	1	1
2893	Streptacidiphilus albus JL83	Streptacidiphilus	Actinobacteria	Bacteria	Streptomycetales	1	1	1
2894	Porticoccus hydrocarbonoclasticus MCTG13d	Porticoccus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2895	Thermorudis peleae	Thermorudis	Chloroflexi	Bacteria	Thermorudis	0	0	0
2896	Kitasatospora azatica KCTC 9699	Kitasatospora	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2897	Streptacidiphilus oryzae TH49	Streptacidiphilus	Actinobacteria	Bacteria	Streptomycetales	1	1	1
2898	Carnobacterium mobile DSM 4848	Carnobacterium	Firmicutes	Bacteria	Bacilli	0	0	0
2899	Thermus amyloliquefaciens	Thermus	Deinococcus-Thermus	Bacteria	Deinococci	0	0	0
2900	Thermus caliditerrae	Thermus	Deinococcus-Thermus	Bacteria	Deinococci	0	0	0
2901	Carnobacterium jeotgali MS3	Carnobacterium	Firmicutes	Bacteria	Bacilli	0	0	0
2903	Beijerinckia mobilis	Beijerinckia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2904	Mesoaciditoga lauensis cd-1655R = DSM 25116	Mesoaciditoga	Thermotogae	Bacteria	Mesoaciditogales	0	0	0
2905	Methanobacterium veterum	Methanobacterium	Euryarchaeota	Archaea	Methanobacteria	1	1	0
2906	Caulobacter henricii	Caulobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2907	Rhizobium leguminosarum	Rhizobium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2908	Streptomyces atratus	Streptomyces	Actinobacteria	Bacteria	Streptomycetales	1	1	0
2909	Agrobacterium rhizogenes	Agrobacterium	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2910	Belnapia moabensis DSM 16746	Belnapia	Proteobacteria	Bacteria	Alphaproteobacteria	2	1	0
2911	Xenophilus azovorans DSM 13620	Xenophilus	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
2912	Stenoxybacter acetivorans DSM 19021	Stenoxybacter	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
2913	Ferrimicrobium acidiphilum DSM 19497	Ferrimicrobium	Actinobacteria	Bacteria	Acidimicrobiia	1	1	0
2914	Deinococcus misasensis DSM 22328	Deinococcus	Deinococcus-Thermus	Bacteria	Deinococci	0	0	0
2915	Alysiella crassa DSM 2578	Alysiella	Proteobacteria	Bacteria	Betaproteobacteria	0	0	0
2916	Edaphobacter aggregans DSM 19364	Edaphobacter	Acidobacteria	Bacteria	Acidobacteriales	2	2	0
2917	Desulfobacter vibrioformis DSM 8776	Desulfobacter	Proteobacteria	Bacteria	Deltaproteobacteria	0	0	0
2918	Methylocapsa aurea	Methylocapsa	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2919	Thermodesulfobacterium hydrogeniphilum	Thermodesulfobacterium	Thermodesulfobacteria	Bacteria	Thermodesulfobacteriales	1	1	0
2920	Acinetobacter baumannii	Acinetobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2921	Altibacter lentus	Altibacter	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2922	Paenibacillus macerans	Paenibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2923	Arenimonas malthae CC-JY-1	Arenimonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2924	Arenimonas metalli CF5-1	Arenimonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2925	Corynebacterium ureicelerivorans	Corynebacterium	Actinobacteria	Bacteria	Corynebacteriales	0	0	0
2926	Melissococcus plutonius S1	Melissococcus	Firmicutes	Bacteria	Bacilli	0	0	0
2927	Geobacillus icigianus	Geobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2928	Weissella ceti	Weissella	Firmicutes	Bacteria	Bacilli	0	0	0
2929	Oceanobacillus jeddahense	Oceanobacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2930	Criblamydia sequanensis CRIB-18	Criblamydia	Chlamydiae	Bacteria	Parachlamydiales	0	0	0
2931	Rickettsia tamurae	Rickettsia	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2932	Anaerosalibacter massiliensis	Anaerosalibacter	Firmicutes	Bacteria	Tissierellia	0	0	0
2933	Bacillus thermoamylovorans	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2934	Bacillus rubiinfantis	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2935	Bacillus andreraoultii	Bacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2936	Idiomarina salinarum	Idiomarina	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2937	Idiomarina atlantica	Idiomarina	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2938	Shewanella mangrovi	Shewanella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2939	Mycoplasma ovipneumoniae NM2010	Mycoplasma	Tenericutes	Bacteria	Mollicutes	0	0	0
2940	Acidihalobacter prosperus	Acidihalobacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2941	Pasteurella multocida	Pasteurella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2942	Treponema putidum	Treponema	Spirochaetes	Bacteria	Spirochaetales	1	1	0
2943	Halapricum salinum	Halapricum	Euryarchaeota	Archaea	Halobacteria	0	0	0
2944	Halococcus sediminicola	Halococcus	Euryarchaeota	Archaea	Halobacteria	1	1	0
2945	Paenibacillus durus	Paenibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2946	Alcanivorax jadensis T9	Alcanivorax	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2947	Alcanivorax nanhaiticus	Alcanivorax	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2948	Jeotgalicoccus saudimassiliensis	Jeotgalicoccus	Firmicutes	Bacteria	Bacilli	0	0	0
2949	Pseudomonas saudiphocaensis	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2950	Erythrobacter vulgaris	Erythrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	0	0
2951	Legionella massiliensis	Legionella	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2952	Flavobacterium aquatile LMG 4008 = ATCC 11947	Flavobacterium	Bacteroidetes	Bacteria	Flavobacteriia	0	0	0
2953	Sphingobacterium deserti	Sphingobacterium	Bacteroidetes	Bacteria	Sphingobacteriia	0	0	0
2954	Pluralibacter gergoviae	Pluralibacter	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2955	Cedecea neteri	Cedecea	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2956	Paenibacillus wynnii	Paenibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2957	Arsenophonus endosymbiont str. Hangzhou of Nilaparvata lugens	Arsenophonus	Proteobacteria	Bacteria	Gammaproteobacteria	0	0	0
2958	Spirochaeta lutea	Spirochaeta	Spirochaetes	Bacteria	Spirochaetales	0	0	0
2959	Paenibacillus borealis	Paenibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
2960	Paenibacillus stellifer	Paenibacillus	Firmicutes	Bacteria	Bacilli	0	0	0
